Words,Language
gathi,Tulu
ejji,Tulu
.,sym
Waw,English
super,English
comedy,English
.,sym
Idi,Tulu
move,English
tuye,Tulu
inchene,Tulu
parts,English
parts,English
d,Tulu
.,sym
Kule,Tulu
baaaaari,Tulu
uddddddaaaaaye,Tulu
.,sym
Itthene,Tulu
incha,Tulu
nana,Tulu
ina,Tulu
pura,Tulu
thuoda,Tulu
mare,Tulu
yepa,Tulu
buddhi,Kannada
barpunda,Tulu
.,sym
dabrdasth,Kannada
baree,Tulu
porllahundu,Tulu
shetre,Name
ernala,Tulu
baree,Tulu
laikathundu,Tulu
amrish,Name
puri,Name
sirn,Tulu
kuda,Tulu
jeva,Tulu
mlthilekkandu,Tulu
.,sym
besT,English
sho,English
athnda,Tulu
aNNa,Kannada
uDal,Tulu
dimji,Tulu
d,Tulu
theLthaa,Tulu
manas,Tulu
bechchiD,Tulu
di,Tulu
theLthaa,Tulu
bari,Tulu
shokuda,Tulu
skiT,English
.,sym
Vijayanna,Name
tharik,Tulu
purusothu,Tulu
unda,Tulu
modiji,Name
win,English
apina,Tulu
party,English
undu,Tulu
bale,Tulu
ava,Tulu
.,sym
Poyyada,Tulu
lorry,Tulu
Forever,English
Love,English
From,English
Oman,Location
.,sym
thelith,Tulu
thelith,Tulu
saakaamD,Tulu
.,sym
Mastu,Tulu
comedy,English
undu,Tulu
.,sym
Cpl,Name
da,Tulu
best,English
team,English
sunil,Name
anna,Kannada
spr,English
.,sym
Barri,Tulu
yadde,Tulu
kathe,Kannada
swami,Kannada
koragajja,Name
.,sym
nanala,Tulu
barad,Tulu
vidoes,English
.,sym
nanala,Tulu
comedy,English
bodu,Tulu
super,English
comedy,English
nikelena,Tulu
.,sym
Super,English
Edde,Tulu
atend,Tulu
.,sym
Aravind,Name
bolar,Location
sir,English
super,English
ye,Tulu
.,sym
raisina,Tulu
avoli,Tulu
late,English
adh,Tulu
trend,English
aand,Tulu
Jai,Name
Kudla,Location
.,sym
full,English
movie,English
upload,English
malpule,Tulu
plzz,English
.,sym
Nkn,Kannada
Benki,Kannada
Guru,Name
galaaa,Kannada
Nivu,Kannada
.,sym
Tulunad,Location
da,Tulu
siri,Tulu
panda,Tulu
tapaawanad,Tulu
great,English
comedian,English
love,English
you,English
.,sym
Sir,English
undu,Tulu
darma,English
v,English
stream,English
du,Tulu
ejji,Tulu
.,sym
expectation,English
reach,English
aathiji,Tulu
.,sym
Ayyoyyo,Tulu
bari,Tulu
gammath,Tulu
athundu,Tulu
.,sym
Nanmakkale,Tulu
Urdu,Name
toppi,Kannada
yake,Kannada
.,sym
Full,English
movie,English
baidnd,Tulu
mobiled,Mixed
anda,Tulu
akulu,Tulu
YouTubeg,Mixed
pardijer,Tulu
.,sym
Tulu,Name
movie,English
best,English
.,sym
Yan,Tulu
ori,Tulu
baroliya,Tulu
fuul,English
audio,English
nataka,Kannada
padle,Tulu
.,sym
final,English
da,Tulu
video,English
upload,English
malpule,Tulu
.,sym
Papa,Tulu
ajjin,Tulu
kopa,Tulu
barpavne,Tulu
.,sym
awesomeye,Mixed
pugarre,Tulu
padokul,Tulu
thikkondijja,Tulu
thuyinaath,Tulu
yaavuji,Tulu
kelav,Tulu
dailague,English
n,Tulu
kenyaath,Tulu
yaavuji,Tulu
wonderful,English
script,English
.,sym
tulu,Name
kalpumbe,Tulu
mooji,Tulu
kasdaya,Tulu
sagar,Name
.,sym
Mast,Tulu
shok,Tulu
und,Tulu
marrey,Tulu
.,sym
Prajna,Name
akka,Kannada
daye,Tulu
marre,Tulu
Dhanrajer,Name
g,Tulu
i,Tulu
namune,Tulu
kelasa,Kannada
korpunu,Tulu
.,sym
Net,Tulu
super,English
aathina,Tulu
arabi,Name
pathrena,Tulu
.,sym
Aa,Tulu
baale,Tulu
illad,Tulu
appeda,Tulu
ancha,Tulu
patherandathe,Tulu
.,sym
doublem,English
meaning,English
jasthi,Tulu
undu,Tulu
erna,Tulu
actd,Tulu
kammi,Tulu
malpule,Tulu
chotu,Name
mijarna,Location
yan,Tulu
malla,Tulu
fan,Tulu
lakshmisanala,Name
yan,Tulu
malla,Tulu
fan,English
.,sym
Mast,Tulu
shok,Tulu
aatnd,Tulu
Rakshita,Name
shetty,Name
.,sym
Super,English
nataka,Kannada
thank,English
you,English
.,sym
Baari,Tulu
shok,Tulu
aathnd,Tulu
video,English
.,sym
Bari,Tulu
edde,Tulu
atund,Tulu
.,sym
Fan,English
from,English
udupi,Location
enchi,Tulu
pukuli,Tulu
mare,Tulu
.,sym
Kapikad,Location
sir,English
ravi,Name
ramakunja,Name
ge,Tulu
nana,Tulu
th,Tulu
yedde,Tulu
act,English
korle,Tulu
Request,English
ndh,Tulu
yennile,Tulu
.,sym
bashana,Kannada
malpuni,Tulu
leka,Tulu
undu,Tulu
.,sym
Nikalena,Tulu
dabba,Tulu
comedy,English
gu,Tulu
deverna,Tulu
names,English
pura,Tulu
add,English
malppodchi,Tulu
.,sym
Madime,Tulu
apunaklu,Tulu
avad,Tulu
kushyatha,Tulu
mekle,Tulu
bejara,Tulu
.,sym
Ati,Other
sundar,Other
git,Other
badhai,Other
tapai,Other
harulai,Other
.,sym
daani,Tulu
nanala,Tulu
aathji,Tulu
.,sym
Other,Name
stage,English
program,English
remake,English
but,English
suuper,English
aathnd,Tulu
.,sym
Paapa,Tulu
ye,Tulu
appe,Tulu
.,sym
Hare,Other
Baap,Other
Re,Other
.,sym
spr,English
ajji,Kannada
I,English
like,English
u,English
.,sym
film,English
da,Tulu
pudar,Tulu
.,sym
Other,Name
da,Tulu
dabbingye,Mixed
.,sym
mathernal,Tulu
acting,English
supar,English
.,sym
nice,English
trailer,English
jai,Name
Thulunad,Location
.,sym
Nana,Tulu
vaara,Tulu
kaapode,Tulu
.,sym
Lyrics,English
plz,English
tikkuve,Tulu
sir,English
.,sym
Kunigal,Name
gey,Tulu
relish,English
maadee,Kannada
.,sym
Kannda,Name
boda,Tulu
mulpa,Tulu
tulu,Name
program,English
d,Tulu
.,sym
Vijay,Name
vittalnath,Tulu
shetty,Name
na,Name
appe,Tulu
saavun,Tulu
telupuna,Tulu
.,sym
Please,English
universal,English
zone,English
devdas,Name
kapikad,Location
avara,Kannada
ella,Kannada
thumbaa,Kannada
aleya,Kannada
naaTaka,Kannada
upload,English
maaDi,Kannada
.,sym
Umbyana,Tulu
Puli,Tulu
Song,English
rdh,Tulu
Nepalada,Tulu
song,English
nu,Tulu
tuluver,Tulu
thoopileka,Tulu
aand,Tulu
.,sym
Superb,English
please,English
full,English
new,English
natak,Tulu
padle,Tulu
.,sym
movie,English
undu,Tulu
placeda,Mixed
pudar,Tulu
dada,Tulu
.,sym
Superb,English
show,English
Edde,Tulu
comedy,English
mare,Tulu
.,sym
idu,Kannada
yaava,Kannada
bhaashhe,Kannada
aNaa,Kannada
.,sym
Massege,English
kodo,Kannada
nive,Kannada
rammy,Name
adi,Kannada
antha,Kannada
helbhavda,Kannada
.,sym
padya,Tulu
super,English
I,English
love,English
you,English
Arjun,Name
kapikad,Location
.,sym
Full,English
movie,English
epa,Tulu
upload,English
malpar,Tulu
mare,Tulu
.,sym
pukulee,Other
maayaakoo,Other
l,Other
badhaaee,Other
chh,Other
daadaa,Name
.,sym
ha,English
ha,English
ha,English
ha,English
tulu,Name
rockzzzzz,English
.,sym
Naveenanna,Name
malla,Tulu
namaskars,Kannada
.,sym
Policerna,Tulu
meese,Kannada
super,English
.,sym
Suparr,English
jai,Name
thulu,Name
nadu,Kannada
.,sym
Hahaha,English
soooper,English
renitascookingandartwall,English
.,sym
punches,English
da,Tulu
timing,English
perfect,English
ethnd,Tulu
great,English
show,English
best,English
of,English
luck,English
.,sym
ith,Tulu
shhokuda,Tulu
phain,English
proDakshhanD,Mixed
Dailaaglaa,Mixed
ippumDa,Tulu
nanalaa,Tulu
bhaari,Tulu
porlaathu,Tulu
.,sym
Jathi,Kannada
da,Tulu
dharmada,Kannada
comedy,English
budle,Tulu
.,sym
Comedy,English
Ede,Tulu
athnd,Tulu
.,sym
Bari,Tulu
porlu,Tulu
athnd,Tulu
materla,Tulu
laik,Tulu
acting,English
maldar,Tulu
.,sym
aye,Tulu
bele,Tulu
daye,Tulu
ulle,Tulu
.,sym
full,English
movieg,Mixed
descriptiond,Mixed
ippuna,Tulu
numberg,Mixed
contact,English
malpule,Tulu
.,sym
Superye,Mixed
full,English
episode,English
paadle,Tulu
.,sym
Bhayankara,Kannada
acting,English
marre,Tulu
.,sym
Dabba,Kannada
Hindu,Name
darmada,Kannada
avahelana,Kannada
.,sym
Nanala,Tulu
thikkijigena,Tulu
yerandala,Tulu
naddh,Tulu
korle,Tulu
mrre,Tulu
.,sym
Akka,Kannada
jagrethe,Kannada
e,Tulu
namune,Kannada
bobe,Tulu
padiyarnda,Tulu
apartment,English
dakualu,Tulu
boka,Tulu
Watchman,English
nakulu,Tulu
parundubaruvere,Tulu
.,sym
Saruku,Tulu
salman,Name
yenna,Tulu
panku,Tulu
aklena,Tulu
pudar,Tulu
deppochi,Tulu
.,sym
dever,Tulu
nanala,Tulu
success,English
korad,Tulu
baari,Tulu
orlu,Tulu
.,sym
Bayanma,Name
jor,Tulu
ooller,Tulu
.,sym
kannaDa,Name
pikchar,English
thupinakuleg,Tulu
aavoli,Tulu
.,sym
walter,Name
oamthe,Tulu
udda,Tulu
iththineT,Tulu
bachaavu,Tulu
ijjimDaa,Tulu
iruverlaa,Tulu
serd,Tulu
arene,Tulu
thimthuver,Tulu
.,sym
Dangali,Other
hiro,English
song,English
wowo,English
.,sym
Masth,Tulu
shoku,Tulu
athnd,Tulu
.,sym
top,English
comedy,English
sir,English
Poppanakule,Tulu
chips,English
thikkuva,Tulu
.,sym
Kuda,Tulu
kuda,Tulu
thupun,Tulu
illad,Tulu
kulond,Tulu
.,sym
kaapikaaDaNNana,Tulu
navin,Name
Di,English
paDilaNNana,Tulu
kaambineshhan,English
.,sym
Masth,Tulu
laik,Tulu
aathnd,Tulu
.,sym
anna,Kannada
poggode,Tulu
poggade,Tulu
enchina,Tulu
korri,Tulu
dha,Tulu
gooda,Tulu
.,sym
Plz,English
full,English
movie,English
upload,English
malpule,Tulu
.,sym
ir,Tulu
bhayamkara,Kannada
maarre,Tulu
aue,Tulu
maayaa,Kannada
adula,Tulu
dance,English
manpuvarata,Tulu
.,sym
Wow,English
Kati,Tulu
mitho,Tulu
geet,Tulu
ani,Name
voice,English
pani,Other
ramro,Name
.,sym
Bari,Tulu
porluda,Tulu
programlu,Mixed
Nanath,Tulu
inchina,Tulu
program,English
barondu,Tulu
uppad,Tulu
.,sym
Soooper,English
movie,English
mosa,Kannada
ejji,Tulu
time,English
pass,English
and,English
Jai,Name
Tulunadu,Name
.,sym
Walteranna,Name
great,English
maarre,Tulu
.,sym
Ajja,Kannada
kaapule,Tulu
ajja,Kannada
.,sym
Kuyyam,Kannada
puyyam,Kannada
madyamam,Kannada
.,sym
Idu,Kannada
yaaru,Kannada
kankanadyinda,Kannada
odi,Kannada
banda,Kannada
mental,English
agirbeku,Kannada
.,sym
Eeer,Tulu
olpa,Tulu
deethar,Tulu
pandhu,Tulu
gothunda,Tulu
ejjinda,Tulu
lastda,Mixed
time,English
olpa,Tulu
thuyene,Tulu
panle,Tulu
.,sym
Modina,Name
at,Tulu
malla,Tulu
desha,Kannada
drohi,Kannada
yerla,Tulu
ijji,Tulu
.,sym
Nan,Kannada
brandu,Kannada
rupa,Name
Jan,Kannada
guru,Name
.,sym
Kappu,Tulu
color,English
nu,Tulu
over,English
aapundu,Tulu
insult,English
mlpuna,Tulu
.,sym
All,English
the,English
best,English
Arjun,Name
Anna,Kannada
Abi,Name
bro,English
.,sym
Sakath,Kannada
comedy,English
yeeee,Tulu
lu,English
u,English
maskiri,Tulu
.,sym
Ov,Tulu
movie,English
undu,Tulu
plz,English
panle,Tulu
.,sym
Yenchi,Tulu
pukuli,Tulu
da,Tulu
song,English
maare,Tulu
.,sym
Venkkappe,Name
ath,Tulu
kattappe,Name
.,sym
ereg,Tulu
yenna,Tulu
thumbu,Tulu
hrudayad,Kannada
solmelu,Tulu
.,sym
Pukuli,Tulu
g,Tulu
eet,Tulu
demand,English
undu,Tulu
nd,Tulu
itte,Tulu
gotad,Tulu
.,sym
Pushpakka,Name
super,English
super,English
super,English
sujathakka,Name
.,sym
umesh,Name
team,English
telipadhu,Tulu
telipadhu,Tulu
tulunadudha,Tulu
maryadhe,Tulu
oripayeru,Tulu
.,sym
Baale,Tulu
att,Tulu
mahishaasure,Tulu
.,sym
Undhu,Tulu
short,English
movieya,Mixed
.,sym
Parpuna,Tulu
act,English
malpodane,Tulu
Matha,Tulu
act,English
d,Tulu
.,sym
Wow,English
mast,Tulu
shoku,Tulu
attndh,Tulu
swamy,Kannada
ajja,Kannada
.,sym
vaau,English
pukuli,Tulu
maayaa,Kannada
vaau,Tulu
vaau,Tulu
.,sym
Full,English
movei,English
yapa,Tulu
Barpund,Tulu
.,sym
Ayyyoooo,Tulu
devaaaa,Tulu
dada,Tulu
malpuni,Tulu
itthee,Tulu
.,sym
bale,Tulu
telipale,Tulu
dala,Tulu
ijji,Tulu
.,sym
Eren,Tulu
thunagane,Tulu
thellike,Tulu
barpun,Tulu
supaaarye,Tulu
.,sym
Cpl,Name
yede,Tulu
apudu,Tulu
bale,Tulu
thelepale,Tulu
yede,Tulu
apuije,Tulu
ethe,Tulu
.,sym
Yannamegge,Tulu
yankul,Tulu
Comedy,English
drama,English
masth,Tulu
malda,Tulu
Yakshagana,Kannada
also,English
U,English
peoples,English
r,English
lucky,English
.,sym
paapada,Tulu
jana,Kannada
u,English
c,English
maarre,Tulu
ia,Kannada
janatha,Tulu
pukuli,Tulu
maayaage,Tulu
.,sym
Full,English
movie,English
link,English
aki,Tulu
plz,English
.,sym
Bale,Tulu
thoripule,Tulu
Vijaya,Name
g,Tulu
.,sym
Minisha,Kannada
ath,Tulu
nimisha,Kannada
.,sym
pukulee,Tulu
kathaa,Other
haraaee,Other
chhin,Other
meksam,Other
daadaa,Other
laaee,Other
chhooder,Other
uhaakoo,Other
haalath,Other
yasthoo,Other
chh,Other
heram,Other
th,Other
.,sym
Good,English
msgunare,Mixed
thinare,Tulu
ee,Tulu
nadu,Kannada
bodu,Tulu
kelavu,Tulu
nayileg,Tulu
kuda,Tulu
ee,Tulu
naduge,Tulu
nerpuni…,Tulu
.,sym
ellaa,Kannada
supar,English
nakku,Kannada
nakku,Kannada
saakaaythu,Kannada
.,sym
good,English
morning,English
pukuli,Tulu
.,sym
Vr,English
spr,English
sakkath,Kannada
enjoyful,English
bhommi,Name
avru,Kannada
erbekitthu,Kannada
.,sym
aa,Tulu
janatha,Kannada
yepaala,Tulu
over,English
dialogue,English
eppund,Tulu
double,English
meaning,English
jasthi,Kannada
eppund,Tulu
comedy,English
dala,Tulu
eppuji,Tulu
bore,English
drama,English
.,sym
TLIPERELATH,Tulu
Buliperelath,Tulu
Tulu,Name
Comedy,English
Nataka,Kannada
r,Tulu
.,sym
Enna,Tulu
pudar,Tulu
olu,Tulu
thiknd,Tulu
marre,Tulu
.,sym
swami,Kannada
koragajja,Name
kapule,Tulu
.,sym
Baari,Tulu
yedde,Tulu
aathndu,Tulu
.,sym
ajji,Kannada
laik,Tulu
pateruver,Tulu
.,sym
kaapikaaDaNNana,Tulu
svara,Kannada
eDDe,Tulu
uamDu,Tulu
.,sym
Mustu,Tulu
comedy,English
super,English
performance,English
.,sym
Thulu,Name
movi,English
Panda,Tulu
undu,Tulu
va,Tulu
super,English
.,sym
Love,English
from,English
bellare,Location
.,sym
Kappu,Kannada
pukuli,Tulu
bvc,Tulu
.,sym
Nad,Tulu
dh,Tulu
korleya,Tulu
.,sym
Full,English
movien,Mixed
upload,English
malpule,Tulu
plzzzzzzzzye,Mixed
.,sym
Dadandye,Tulu
ette,Tulu
yencha,Tulu
ullar,Tulu
nama,Tulu
sowkya,Tulu
.,sym
Yappo,Kannada
entha,Kannada
comedy,English
.,sym
Rummy,Name
adi,Kannada
mane,Kannada
mare,Kannada
.,sym
Mast,Tulu
sukunndu,Tulu
hotel,English
tu,Tulu
barpina,Tulu
Patra,Tulu
darilena,Tulu
comedy,English
.,sym
Enchi,Tulu
saavda,Tulu
sangitha,Kannada
mare,Tulu
.,sym
Plz,English
appe,Tulu
teacher,English
movien,Mixed
upload,English
malpule,Tulu
plz,English
.,sym
haLLi,Kannada
mard,Tulu
Bro,English
just,English
release,English
appe,Tulu
teacher,English
film,English
plzzzzz,English
E,Tulu
JAMUN,Kannada
SAJJIGE,Tulu
BAJIL,Tulu
AVAND,Tulu
ATHA,Tulu
.,sym
Itte,Tulu
ee,Tulu
janaata,Tulu
pukulin,Tulu
olpa,Tulu
naduniya,Tulu
papa,Tulu
mare,Tulu
.,sym
undet,Tulu
telipere,Tulu
Dada,Tulu
undu,Tulu
yeregandala,Tulu
gothanda,Tulu
panle,Tulu
please,English
.,sym
Suprb,English
masthu,Tulu
laik,Tulu
atthnduu,Tulu
.,sym
Super,English
proud,English
to,English
be,English
tulu,Name
va,Kannada
.,sym
Satyamevu,Kannada
jayate,Kannada
bolar,Location
sir,English
super,English
star,English
.,sym
Pucche,Tulu
da,Tulu
kathe,Kannada
yedde,Tulu
etthund,Tulu
.,sym
AJ,Name
Hospital,English
g,English
Bale,English
anna,Kannada
.,sym
Taakis,English
aayap,English
bamDal,Tulu
aayap,English
Tivi,Name
sTrimimg,English
aagodilla,Kannada
ellaa,Kannada
bamDal,Tulu
.,sym
Pukka,Tulu
Dev,Name
police,English
thood,Tulu
past,English
poyer,Tulu
.,sym
Ye,Tulu
yenchinaya,Tulu
kenre,Tulu
aapuji,Tulu
.,sym
wa,Tulu
Marllu,Mixed
marre,Tulu
.,sym
mer,Tulu
thulu,Name
eth,Tulu
suk,Tulu
u,Tulu
cಪಾತೆರ್ವರ್,Tulu
.,sym
Pukuligla,Tulu
etth,Tulu
filling,English
unda,Tulu
mare,Tulu
.,sym
Girgit,Tulu
movie,English
padle,Tulu
pls,English
.,sym
Tumhara,Other
pukuli,Tulu
ko,Other
nadne,Tulu
keliye,Other
kudla,Location
se,Other
bahut,Other
log,Other
aaya,Other
haha,Other
pe,Other
.,sym
minute,English
program,English
itthnda,Tulu
minute,English
add,English
undu,Tulu
.,sym
This,English
is,English
what,English
Bale,Tulu
Telipaale,Tulu
AWSM,English
.,sym
Bolaranna,Name
Saibaba,Name
hair,English
style,English
shoulder,English
phandad,Tulu
style,English
Munna,Name
bhai,Other
circuit,English
dress,English
super,English
o,English
super,English
.,sym
Swamy,Kannada
koragajja,Name
kapule,Tulu
.,sym
baari,Tulu
porluda,Tulu
yakshhagaana,Kannada
himmeLa,Kannada
boka,Tulu
mummeLa,Kannada
supar,English
Daiji,English
varlDg,Mixed
abhinamdane,Kannada
.,sym
Pilibail,Location
yamunakka,Name
full,English
movie,English
please,English
.,sym
enuku,Tulu
mast,Tulu
kushi,Kannada
handu,Tulu
Superb,English
.,sym
Daya,Tulu
malth,Tulu
Tulu,Tulu
tha,Tulu
maryadi,English
depporchi,Tulu
.,sym
ir,Tulu
aavoli,Tulu
maarre,Tulu
heroine,English
ne,Tulu
madime,Tulu
aathar,Tulu
made,English
for,English
each,English
other,English
in,English
acting,English
.,sym
namma,Kannada
channelge,Mixed
omme,Kannada
bheTi,Kannada
niDi,Kannada
support,English
maaDi,Kannada
.,sym
Tulunada,Location
janklna,Tulu
porlu,Tulu
manasn,Tulu
message,English
d,Tulu
teripaina,Tulu
nklg,Tulu
danyavada,Kannada
.,sym
Swantha,Kannada
malpne,Tulu
anna,Kannada
dayeg,Tulu
remake,English
mantd,Tulu
nachikettere,Tulu
.,sym
Imbye,Tulu
boka,Tulu
itte,Tulu
urchve,Tulu
encha,Tulu
marre,Tulu
.,sym
Very,English
nice,English
namma,Kannada
BELTHANGADY,Location
.,sym
shubhasamje,Kannada
nimage,Kannada
haagu,Kannada
nimma,Kannada
thamDadavariggu,Kannada
devara,Kannada
ashrivaa9ada,Kannada
sadaakaalakku,Kannada
nimma,Kannada
mele,Kannada
irali,Kannada
.,sym
ninna,Kannada
pukuli,Tulu
thhikijja,Tulu
mare,Tulu
.,sym
Meese,Tulu
katerle,Tulu
marre,Tulu
.,sym
I,English
love,English
u,English
ajji,Kannada
she,English
is,English
so,English
cute,English
.,sym
Erna,Tulu
illa,Tulu
ollu,Tulu
.,sym
Kannadigara,Kannada
prathibbe,Kannada
nxt,English
level,English
Riyabu,Name
kadak,Kannada
.,sym
Mokulu,Tulu
thulunada,Location
manikyolu,Tulu
seriyerda,Tulu
alpa,Tulu
comedyda,Mixed
Dhamaka,Kannada
ne,Tulu
ippundu,Tulu
.,sym
I,English
like,English
u,English
ajji,Kannada
cute,English
Innocent,English
.,sym
Maruthi,Name
kukku,Tulu
thindara,Tulu
Naga,Tulu
.,sym
VA,Tulu
joli,English
VA,Tulu
joli,English
.,sym
Saikrishna,Name
Etthe,Tulu
nama,Tulu
onji,Tulu
konetha,Tulu
gattogu,Tulu
baida,Tulu
.,sym
Nataka,Kannada
spr,English
u,English
andh,Tulu
.,sym
Bujanga,Name
na,Kannada
uroo,Tulu
thiknda,Tulu
.,sym
Devere,Tulu
galate,Tulu
jorapundand,Tulu
.,sym
𝑵𝒆𝒙𝒕,English
𝒔𝒐𝒏𝒈,English
𝒔𝒂𝒎𝒂𝒏,Tulu
𝒎𝒂𝒚𝒂,Kannada
𝒔𝒂𝒎𝒂𝒏,Tulu
𝒎𝒂𝒚𝒂,Kannada
𝒑𝒍𝒛𝒛,English
𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆,English
𝒈𝒖𝒚𝒔,English
.,sym
ponjovulegla,Tulu
jai,Name
.,sym
baari,Tulu
kushshi,Tulu
aapumDu,Tulu
shudda,Kannada
thulu,Name
kenara,Tulu
nijavaad,Tulu
aDigeda,Tulu
bele,Tulu
thudu,Tulu
kalpoD,Tulu
nama,Tulu
.,sym
Tv,English
ovvu,Tulu
Samsung,English
.,sym
eth,Tulu
sarthi,Tulu
thumDalaa,Tulu
bor,English
aapuji,Tulu
haiklaas,English
kaameDi,English
pamDa,Tulu
namma,Kannada
thuLu,Name
sinemaa,English
kaameDi,English
prathi,Kannada
sarthi,Tulu
thupunagalaa,Tulu
.,sym
Damanne,Name
junior,English
kapikad,Location
sir,English
.,sym
Oo,Tulu
thlu,Name
nadu,Kannada
yanu,Tulu
LA,Tulu
thlu,Name
thaye,Tulu
.,sym
Background,English
music,English
kannada,Name
music,English
thikijji,Tulu
ah,Tulu
avu,Tulu
onji,Tulu
edde,Tulu
athiji,Tulu
.,sym
Masth,Tulu
comedy,English
undu,Tulu
.,sym
SUPPER,English
Nimage,Kannada
Neeve,Kannada
Saati,Kannada
.,sym
Yeth,Tulu
sala,Tulu
thundala,Tulu
bodiyandna,Tulu
comedy,English
I,English
saw,English
times,English
.,sym
Superrbbbbbbb,English
baari,Tulu
porlu,Tulu
aathumDu,Tulu
.,sym
supeer,English
sachin,Name
bhai,Other
.,sym
Nan,Kannada
agle,Kannada
nenne,Kannada
ne,Kannada
nodude,Kannada
night,English
matte,Kannada
yak,Kannada
haktaidira,Kannada
.,sym
Waa,English
waa,English
talent,English
lak,English
lak,English
lak,English
naie,English
Raga,Kannada
edde,Tulu
undu,Tulu
Waiting,English
.,sym
police,English
onthe,Tulu
devdas,Name
kapikadren,Location
copy,English
mantherandh,Tulu
.,sym
Corona,English
suvarNa,Kannada
ibraahim,Name
suvarna,Kannada
.,sym
Kudlag,Tulu
balambe,Tulu
pukkuli,Tulu
onjatth,Tulu
savira,Tulu
thikkundu,Tulu
nepalad,Tulu
pukkuli,Tulu
thikandh,Tulu
.,sym
Lovetha,Mixed
bhage,Kannada
ede,Tulu
mesege,English
korier,Tulu
.,sym
Dadala,Tulu
pnle,Tulu
kapikad,Location
arna,Tulu
styla,Mixed
and,English
voicela,Mixed
ptrndane,Tulu
toppp,English
apunu,Tulu
.,sym
umesha,Name
eamthaha,Kannada
pedambaa,Kannada
.,sym
e,Tulu
movie,English
thunaga,Tulu
mai,Tulu
romanchana,Kannada
apundu,Tulu
.,sym
ayyo,Tulu
Real,English
kaamiDi,English
.,sym
awesome,English
lyk,Tulu
undu,Tulu
.,sym
nikala,Tulu
ia,Kannada
abatharorde,Tulu
ini,Tulu
boDchaamdina,Tulu
eDiTs,English
maatha,Tulu
namma,Kannada
kaNNeduru,Kannada
baromdumDu,Tulu
.,sym
Namma,Kannada
Karnataka,Location
mouvie,English
.,sym
tikatak,English
bharee,Other
yahi,Other
pukuli,Tulu
chaliraachh,Other
hai,Other
.,sym
dever,Tulu
daivodever,Tulu
rkshane,Kannada
malpadu,Tulu
Politics,English
program,English
dont,English
like,English
anchor,English
change,English
malpodu,Tulu
.,sym
Plzz,English
upload,English
more,English
video,English
of,English
this,English
ajji,Kannada
she,English
rocking,English
.,sym
Super,English
sami,Name
guLige,Name
.,sym
Nice,English
season,English
dha,Tulu
top,English
.,sym
back,English
groundda,Mixed
musicmatha,Mixed
improve,English
Avo,Tulu
du,Tulu
.,sym
Edde,Tulu
actress,English
naklu,Tulu
ittndala,Tulu
akleg,Tulu
match,English
avandina,Tulu
boring,English
comedy,English
.,sym
Kiri,Tulu
kiri,Tulu
jodilu,Tulu
ath,Tulu
Kiri,Tulu
kiri,Tulu
sootelu,Tulu
.,sym
Shek,Tulu
marre,Tulu
kandita,Kannada
vadh,Tulu
la,Tulu
bad,English
concept,English
and,English
tym,English
waste,English
andu,Tulu
tudhh,Tulu
.,sym
Pukuli,Tulu
da,Tulu
wa,English
maya,Kannada
mare,Tulu
.,sym
Jai,Name
thulunadu,Location
jai,Name
thuluvazzz,Tulu
SOLMELU,Tulu
.,sym
Swami,Kannada
koragajja,Name
please,English
save,English
me,English
APPA,Kannada
ajja,Tulu
nimne,Kannada
nambidini,Kannada
.,sym
Aravinda,Name
bolar,Location
sir,English
bodittind,Tulu
.,sym
laivaad,Tulu
magena,Tulu
lav,English
sin,English
thuyere,Tulu
saubhaagya,Kannada
thikkinaar,Tulu
.,sym
Au,Tulu
naagavalli,Name
vasai,Tulu
aayinal,Tulu
atha,Tulu
.,sym
Ha,English
boddin,Tulu
vaith,Tulu
pidai,Tulu
dakleya,Tulu
alna,Tulu
enchi,Tulu
pankda,Tulu
comedy,English
alna,Tulu
accting,English
de,Tulu
nikul,Tulu
flop,English
apar,Tulu
.,sym
Endu,Tulu
fast,English
battinde,Tulu
.,sym
thuLunaaDuda,Location
boLLiLu,Tulu
.,sym
Bro,English
full,English
movien,Mixed
padle,Tulu
.,sym
Studio,English
lethud,Tulu
Haakere,Tulu
balli,Tulu
.,sym
Kukoo,Tulu
ninna,Kannada
ammaltha,Tulu
.,sym
Thuinath,Tulu
yavondijji,Tulu
ayyo,Tulu
god,English
super,English
athnd,Tulu
but,English
full,English
movien,Mixed
add,English
malpuletha,Tulu
pls,English
.,sym
Kakke,Tulu
da,Tulu
bharish,Other
.,sym
From,English
India,Location
Mangalore,Location
Kaiso,Other
ho,Other
bhai,Other
.,sym
mast,Tulu
shok,Tulu
undu,Tulu
babana,Name
boobanna,Name
.,sym
full,English
movie,English
upload,English
Manpule,Tulu
.,sym
Kapikad,Location
sir,English
masth,Tulu
natural,English
.,sym
Full,English
movie,English
korle,Tulu
pls,English
.,sym
Meksham,Name
dai,Other
ko,Other
voice,English
chai,Other
ho,Other
kya,Other
.,sym
Idhada,Other
patti,Other
nee,Other
marikillela,Other
.,sym
Ei,Tulu
sho,English
olu,Tulu
apuna,Tulu
plzz,English
panle,Tulu
.,sym
Katappppa,Name
hahaha,English
nice,English
concent,English
.,sym
Supr,English
mamu,Kannada
I,English
m,English
Sprb,English
team,English
.,sym
Dada,Tulu
